Carol Stream	Illinois	914	40379
Hickory	North Carolina	915	40361
Streamwood	Illinois	916	40351
Norwich	Connecticut	917	40347
Coppell	Texas	918	40342
San Gabriel	California	919	40275
Holyoke	Massachusetts	920	40249
Bentonville	Arkansas	921	40167
Florence	Alabama	922	40059
Peachtree Corners	Georgia	923	40059
Brentwood	Tennessee	924	40021
Bozeman	Montana	925	39860
New Berlin	Wisconsin	926	39834
Goose Creek	South Carolina	927	39823
Huntsville	Texas	928	39795
Prescott Valley	Arizona	929	39791
Maplewood	Minnesota	930	39765
Romeoville	Illinois	931	39650
Duncanville	Texas	932	39605
Atlantic City	New Jersey	933	39551
Clovis	New Mexico	934	39508
The Colony	Texas	935	39458
Culver City	California	936	39428
Marlborough	Massachusetts	937	39414
Hilton Head Island	South Carolina	938	39412
Moorhead	Minnesota	939	39398
Calexico	California	940	39389
Bullhead City	Arizona	941	39383
Germantown	Tennessee	942	39375
La Quinta	California	943	39331
Lancaster	Ohio	944	39325
Wausau	Wisconsin	945	39309
Sherman	Texas	946	39296
Ocoee	Florida	947	39172
Shakopee	Minnesota	948	39167
Woburn	Massachusetts	949	39083
Bremerton	Washington	950	39056
Rock Island	Illinois	951	38877
Muskogee	Oklahoma	952	38863
Cape Girardeau	Missouri	953	38816
Annapolis	Maryland	954	38722
Greenacres	Florida	955	38696
Ormond Beach	Florida	956	38661
Hallandale Beach	Florida	957	38632
Stanton	California	958	38623
Puyallup	Washington	959	38609
Pacifica	California	960	38606
Hanover Park	Illinois	961	38510
Hurst	Texas	962	38448
Lima	Ohio	963	38355
Marana	Arizona	964	38290
Carpentersville	Illinois	965	38241
Oakley	California	966	38194
Huber Heights	Ohio	967	38142
Lancaster	Texas	968	38071
Montclair	California	969	38027
Wheeling	Illinois	970	38015
Brookfield	Wisconsin	971	37999
Park Ridge	Illinois	972	37839
Florence	South Carolina	973	37792
Roy	Utah	974	37733
Winter Garden	Florida	975	37711
Chelsea	Massachusetts	976	37670
Valley Stream	New York	977	37659
Spartanburg	South Carolina	978	37647
Lake Oswego	Oregon	979	37610
Friendswood	Texas	980	37587
Westerville	Ohio	981	37530
Northglenn	Colorado	982	37499
Phenix City	Alabama	983	37498
Grove City	Ohio	984	37490
Texarkana	Texas	985	37442
Addison	Illinois	986	37385
Dover	Delaware	987	37366
Lincoln Park	Michigan	988	37313
Calumet City	Illinois	989	37240
Muskegon	Michigan	990	37213
Aventura	Florida	991	37199
Martinez	California	992	37165
Greenfield	Wisconsin	993	37159
Apache Junction	Arizona	994	37130
Monrovia	California	995	37101
Weslaco	Texas	996	37093
Keizer	Oregon	997	37064
Spanish Fork	Utah	998	36956
Beloit	Wisconsin	999	36888
Panama City	Florida	1000	36877
